Fid,Protocol,Flag,Packet,Sender ID,Receiver ID,Source IP Address,Destination IP Address,Source Port,Destination Port,Packet Size,Label,Url
10.152.152.11-10.152.152.10-36211-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,1,https://jimryky.blogspot.com/2018/11/szq_29.html
216.58.209.130-10.152.152.11-80-59969-6,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,1,http://www.guestresearch.com/
10.152.152.11-162.212.130.108-46261-80-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,https://www.the-prof-dz.com/
10.152.152.11-10.152.152.10-55038-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,1,http://www.horoscopeswithin.com/pdf/lunar_return.pdf
10.152.152.11-31.13.92.14-59089-80-6,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,0,http://www.pochomilbeach.com/nicaragua/food
10.152.152.11-54.236.238.142-59814-80-6,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,1,http://iptv.filmover.com/
10.152.152.11-10.152.152.10-38268-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,0,http://pp-billing-support.com/INFO/2020
64.20.243.239-10.152.152.11-80-59161-6,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,1,http://www.tldp.org/LDP/sag/html/filesystems.html
10.152.152.11-52.24.70.99-34363-80-6,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,0,http://www.oodesign.com/adapter-pattern.html
62.67.193.61-10.152.152.11-80-36542-6,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,1,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/a0dae64869344e1/?cmd=_update&dispatch=a0dae64869344e10f&locale=_LU
176.34.115.9-10.152.152.11-443-56572-6,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,http://mintandchopsticks.com/wp-includes/images/media/your/apple/id
10.152.152.11-192.230.77.107-60343-80-6,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,0,http://twitter1243652.dx.am/
10.152.152.11-66.155.15.43-48237-80-6,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,1,http://omelhormeschegando.uni5.net/review.php
205.251.219.249-10.152.152.11-80-34698-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,1,https://ocurenc.com
10.152.152.11-10.152.152.10-45368-53-17,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,1,https://simegg.city/
10.152.152.11-10.152.152.10-44219-53-17,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,1,http://tvtropes.org/pmwiki/pmwiki.php/Main/PublicDomainCharacter
205.251.219.176-10.152.152.11-80-53914-6,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,1,http://secureadd.goshly.com/Preview/Outlook.aspx
10.152.152.11-23.23.121.113-37822-80-6,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,1,http://www.john-ashley.de/bbmt/bbmtlogin.php
10.152.152.11-10.152.152.10-47064-53-17,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,0,https://absa.ent.box.com/
93.184.220.29-10.152.152.11-80-32810-6,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,1,http://aureliuswood.ca/index/
10.152.152.11-10.152.152.10-48528-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,1,https://app.box.com/s/if8xiaou5slu0ul71eoswkk6l13byalw
10.152.152.11-10.152.152.10-38693-53-17,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,0,https://en.wikipedia.org/wiki/John_Peel_(huntsman)
23.54.1.88-10.152.152.11-80-48708-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,1,http://mail.in-elementum.nl/~u43730p39181/pki-validation
10.152.152.11-10.152.152.10-54241-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,0,https://vexorsites.com.br/MAIL/excelzz/bizmail.php?email=&amp;_rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1
10.152.152.11-173.194.46.63-37509-443-6,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,http://www.autoinsquoter.com/investigate/pin.php
23.235.33.134-10.152.152.11-80-34947-6,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,0,http://austid.cn/nJqnd4EUhvaxdy75NZJ3
10.152.152.11-10.152.152.10-55106-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,1,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/97ba6ce0aa3af12?cmd=_update&dispatch=97ba6ce0aa3af1215&locale=_US
10.152.152.11-10.152.152.10-45271-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,0,http://www.averagesalarysurvey.com/digital-media
10.152.152.11-10.152.152.10-47218-53-17,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,1,http://timesofindia.indiatimes.com/india
10.152.152.11-10.152.152.10-45876-53-17,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,1,http://www.mappery.com/Backbone-State-Park-Map
10.152.152.11-188.125.66.33-41143-443-6,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,https://www.canterbury.co.uk/
10.152.152.11-10.152.152.10-45217-53-17,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,http://secure.informations.ninjamarketingman.com/view/login?cmd=_signin&dispatch=9309bc66c8512ec0ca3b82ab7&locale=en_
10.152.152.11-10.152.152.10-50383-53-17,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,0,https://site-closed.wikispaces.com
10.152.152.11-10.152.152.10-49293-53-17,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,1,http://www.eajournals.org/
10.152.152.11-10.152.152.10-53-50143-17,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,1,https://ccrma.stanford.edu/~matt/latencytest/
10.152.152.11-192.230.82.107-46947-80-6,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,0,http://www.guitaretab.com/j/justin-timberlake/371296.html
10.152.152.11-185.57.60.185-33190-80-6,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,0,http://alertasbancolom3.webcindario.com/VALIDATEPASSWORDscisCjbTnfpNmVKQgeSUxnzRLmBdbq2BSLvH8jz8T1eNjJrxD2uact4fC1fGWN1VgTRClno-back-button.html
10.152.152.11-62.67.193.75-58694-80-6,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,1,http://www.xpertwebinfotech.com/script/index.html
23.78.38.241-10.152.152.11-80-47834-6,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,0,https://www.soundsnap.com/tags/modem
10.152.152.11-10.152.152.10-60990-53-17,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,1,https://www.secureupdate.appleld.com.duilawyeryork.com/ap/ae3d4c5a68af8f3?cmd=_update&dispatch=ae3d4c5a68af8f352&locale=_US
10.152.152.11-10.152.152.10-52766-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,1,https://centerforsustainablehappiness.com/go/
10.152.152.11-10.152.152.10-55670-53-17,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,0,http://www.youweb-bancobpm-it-verifica-dati.riepilogodati.info/
93.93.64.225-10.152.152.11-80-39882-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,1,http://rtl.hu/rtlklub
10.152.152.11-10.152.152.10-40601-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,1,https://www.trovit.com/
10.152.152.11-10.152.152.10-48055-53-17,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,http://gockinhnghiem.com/about/
10.152.152.11-10.152.152.10-35940-53-17,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,1,https://ewi.my.salesforce.com/_ui/core/feeds/notification/ChatterEmailSettings?setupid=CollaborationEmailSettings&amp;fromEmail=1&amp;s1oid=00D300000001O56&amp;s1nid=000000000000000&amp;s1uid=00530000000jzA5&amp;s1ext=0&amp;emkind=chatterUnifiedUserDigest&amp;emtm=1544247073991
10.152.152.11-10.152.152.10-34608-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,0,https://33c59f73d1.nxcli.net/excel/doc/
10.152.152.11-10.152.152.10-34989-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,1,https://www.optimum.com/home-internet-service
10.152.152.11-10.152.152.10-55232-53-17,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,1,http://aicai.it/articoli/calendario/images/config/alegati/css/images/css/
10.152.152.11-10.152.152.10-59690-53-17,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,0,http://www.allaboutmusictheory.com/piano-keyboard/piano-layout/
10.152.152.11-10.152.152.10-48992-53-17,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,https://visitor.constantcontact.com/manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUoahSSmqfCovJi8rUUzqbrt82DsT5cvElwde02cm_nJuF3Oq6Iz4P2nZS86-SHQqmjYaZMdz_jNx5lgxD8L9ZeU=
10.152.152.11-10.152.152.10-40635-53-17,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,http://gryffilm.wz.cz/8CBF35A7E54771A2B27F0FB9615C2235
173.194.116.167-10.152.152.11-80-41207-6,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,1,http://www.cablestogo.com/category/usb/usb-extenders-extensions
10.152.152.11-192.230.77.107-60336-80-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,1,http://www.centurionallsuite.co.za/pot/History/Mxtoo/A001.htm
10.152.152.11-140.98.193.112-32991-80-6,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,0,http://www.awtv.ru/
10.152.152.11-93.184.221.133-45290-80-6,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,1,https://www.tumblr.com/safe-mode?url=http%3A%2F%2Fshe-takes-the-stick.tumblr.com%2F
10.152.152.11-10.152.152.10-40427-53-17,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,1,https://www.buyxtrixtviptv.com/register-activation.html?token=MEUyMDlGOTRBRDMzNjA2NzM3NDdBMDE4RjA5MDIwNUUsc3RldmUuemFsYWxhc0BlcmVtZWEuY29tLmF1
10.152.152.11-10.152.152.10-53375-53-17,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,0,http://slism.com/girlstalk/passive-aggressive-behavior.html
23.78.54.148-10.152.152.11-80-43359-6,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,1,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/b530bf479d33593?cmd=_update&dispatch=b530bf479d33593c6&locale=_
10.152.152.11-54.251.136.58-45489-80-6,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,0,http://androchip287.blogspot.com
10.152.152.11-10.152.152.10-60762-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,1,http://researchbank.rmit.edu.au/view/rmit:3755
10.152.152.11-10.152.152.10-49632-53-17,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,0,https://subdabelins1972.blogspot.com/
10.152.152.11-10.152.152.10-58662-53-17,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,1,https://andresjorge.com.mx/wp-content/themes/seminario/swiss-post%20-tracking/manage/sms/
10.152.152.11-10.152.152.10-36751-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,0,http://moelter-film.de/Security1/a/index.php?email=telecom@opt.nc
176.34.115.9-10.152.152.11-80-58858-6,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,http://www.christkindlwirt.at/de/
10.152.152.11-10.152.152.10-45935-53-17,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,0,http://chakayblue.my.id/
10.152.152.11-10.152.152.10-37616-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,1,https://flux.qa/
10.152.152.11-10.152.152.10-43089-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,1,http://freecrackcorner4u.blogspot.com
10.152.152.11-10.152.152.10-50815-53-17,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,0,http://topmeaning.com/english/provenance
10.152.152.11-10.152.152.10-49738-53-17,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,1,https://www.timberland.ch/
10.152.152.11-10.152.152.10-37548-53-17,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,http://akcios-ujsag.hu
81.22.37.131-10.152.152.11-443-59873-6,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,https://www.instagram.com/nbc4i/
23.74.205.209-10.152.152.11-80-33922-6,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,1,http://www.thefreedictionary.com/Computer+font
10.152.152.11-10.152.152.10-34278-53-17,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,1,https://opensource.com/resources/what-open-source
10.152.152.11-10.152.152.10-37180-53-17,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,0,http://www.idevaffiliate.com/32700/login.php
10.152.152.11-108.167.131.94-58654-443-6,TCP,SYN,HTTP,123456,987654,192.168.0.1,10.0.0.5,12345,80,1024,1,http://54rh.ig.terw.fet.645fhd.8jg.fdw44.ds3424.323d.67ht.09ds.25jht.clearpointsupplies.com/hd.8jg.fdw44.ds3424.323d.6/
10.152.152.11-10.152.152.10-54019-53-17,UDP,ACK,DNS,987654,123456,10.0.0.2,192.168.0.1,53,12345,512,0,http://vevoobahis.blogspot.com
10.152.152.11-93.184.220.29-59808-80-6,TCP,SYN,SSH,789012,345678,192.168.1.10,10.0.0.8,22,12345,256,1,https://eastviewcobbs.com.au/wp-includes/js/plupload/mtb2020/onlinebankingmtb
10.152.152.11-10.152.152.10-59753-53-17,UDP,ACK,NTP,345678,789012,10.0.0.5,192.168.1.10,123,12345,128,0,http://www.secur-ppal.xyz/egg.php
10.152.152.11-10.152.152.10-41130-53-17,TCP,RST,FTP,234567,456789,192.168.0.5,10.0.0.10,20,12345,2048,1,https://en.wiktionary.org/wiki/curry
10.152.152.11-10.152.152.10-51239-53-17,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,768,0,http://www.hmiraq.com/home/
10.152.152.11-10.152.152.10-47403-53-17,TCP,FIN,HTTPS,890123,567890,192.168.1.5,10.0.0.2,443,12345,4096,1,https://www.fernstudi.net/
10.152.152.11-10.152.152.10-43579-53-17,UDP,ACK,DHCP,567890,890123,10.0.0.10,192.168.1.5,67,12345,256,0,http://dropbox.progentrix.skyfencenet.com/
10.152.152.11-10.152.152.10-45429-53-17,TCP,SYN,SMTP,901234,678901,192.168.0.2,10.0.0.15,25,12345,512,1,http://hotalarmclock.com/advanced-timer/
10.152.152.11-10.152.152.10-49959-53-17,UDP,ACK,SNMP,678901,901234,10.0.0.15,192.168.0.2,161,12345,256,0,https://www.dadcooksdinner.com/grilled-pork-tenderloin-with-gochujang-marinade/
10.152.152.11-10.152.152.10-42597-53-17,TCP,SYN,FTP,345678,789012,10.0.0.2,192.168.1.10,21,12345,512,1,https://docs.google.com/forms/d/e/1FAIpQLSf_3g85TZYuLBJSlRfX7DQwGbagGm-DD2K0QHDIvaAR1_7XSA/viewform
54.174.124.158-10.152.152.11-80-56182-6,UDP,ACK,DNS,789012,345678,192.168.1.10,10.0.0.2,12345,53,256,1,https://opsidposqidpoqsidpoiqspodiqsopdipqsd.blogspot.com/
10.152.152.11-108.167.131.94-58588-443-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,http://www.marinasirtis.tv/libraries/mint/1/wex.asp.htm
10.152.152.11-10.152.152.10-53477-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,1,https://artemisbets2.blogspot.com/
23.78.38.241-10.152.152.11-80-48314-6,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,0,http://www.nokia.com/en_int/investors/stock-information/stock-tools
10.152.152.11-108.167.131.94-58706-443-6,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,1,http://www.equalchances.org/net/page/myaccount/settings/
10.152.152.11-10.152.152.10-38980-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,0,http://phytoger.com/sa//?sec=LeaHoffmann
10.152.152.11-10.152.152.10-47945-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,1,http://www.westshire.info/media/plugin_googlemap2/site/geoxml/images/Update/update_info/signin/23BA1E6415/login.php
10.152.152.11-10.152.152.10-38820-53-17,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,0,http://www.foodnetwork.com/topics/curry
216.58.201.162-10.152.152.11-80-50215-6,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,1,http://www.diffen.com/difference/Router_vs_Switch
10.152.152.11-10.152.152.10-45158-53-17,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,http://outredase.bsfrweopafseekd.gdre4232r.clearpointsupplies.com/sacline
10.152.152.11-10.152.152.10-50697-53-17,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,http://superbahisgirisadresimiz.blogspot.com
10.152.152.11-10.152.152.10-47344-53-17,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,0,http://www.lowcal-thedietclinic.com/cms/js/
54.210.206.38-10.152.152.11-443-45760-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,1,https://www.sweetyhigh.com/
10.152.152.11-46.228.164.11-47468-80-6,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,0,http://www.espn.com/nba/player/_/id/3975/stephen-curry
216.58.209.98-10.152.152.11-80-32985-6,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,1,https://steampowerwekst.me/halitz
10.152.152.11-10.152.152.10-47285-53-17,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,0,https://en.wikipedia.org/wiki?search=CD
62.67.193.61-10.152.152.11-80-36782-6,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,1,http://prassel.nu/wordpress/wp-content/themes/slight/images/login.php
10.152.152.11-10.152.152.10-37058-53-17,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,0,http://www.findsounds.com/isapi/search.dll?keywords=modem
10.152.152.11-108.167.131.94-58647-443-6,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,1,https://uralla-com-dot-gl494903049.wl.r.appspot.com/
10.152.152.11-10.152.152.10-39244-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,0,https://www.quick-step.com.au/en-au
10.152.152.11-10.152.152.10-55501-53-17,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,1,https://www.pharmacy295.gr/el
10.152.152.11-10.152.152.10-44035-53-17,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,http://4able.com.br/wp-admin/user/onedrive/login.php?cmd=login_submit&amp;id=b77fcce3546d84dad74c608a98a27554b77fcce3546d84dad74c608a98a27554&amp;session=b77fcce3546d84dad74c608a98a27554b77fcce3546d84dad74c608a98a27554
10.152.152.11-10.152.152.10-52105-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,0,http://login-microsoft-0nline.ts.r.appspot.com/wp-content/xp.php
10.152.152.11-10.152.152.10-43734-53-17,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,https://www.tierpoint.com/
10.152.152.11-54.251.136.58-46157-80-6,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,1,http://www.siholding.it/gtwpages/index.jsp
64.158.223.137-10.152.152.11-80-60606-6,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,0,https://www.faa.gov/documentlibrary/media/advisory_circular/tcas%20ii%20v7.1%20intro%20booklet.pdf
10.152.152.11-162.144.129.143-36128-80-6,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,1,http://laurenandlael.blogspot.com
10.152.152.11-62.67.193.75-58231-80-6,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,0,https://srsmedicalsystemsinc-my.sharepoint.com/:o:/g/personal/drevilla_srsmedical_com/EpyaU3Eg5mBEt6EH6G_BWWoBBEdqxd65Sm1Z_H8ZgE7vRg?e=wyNX0i
162.212.130.108-10.152.152.11-80-46224-6,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,1,http://www.smartinsights.com/internet-advertising/internet-advertising-analytics/display-advertising-clickthrough-rates/
198.232.124.148-10.152.152.11-443-42881-6,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,https://moget.com.ua/misc/ui/images/--/resgatar/
10.152.152.11-10.152.152.10-45839-53-17,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,http://foliar.pl/admin/js/lib/bricks.php
199.16.156.52-10.152.152.11-443-44182-6,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,0,http://www.nltk.org/book/ch02.html
216.58.201.226-10.152.152.11-80-40147-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,0,http://gadgets.ndtv.com/nokia-3310-2017-4026
23.43.139.27-10.152.152.11-80-55882-6,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,1,http://www.scs.si/
10.152.152.11-95.101.1.80-37613-80-6,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,0,http://msmamath.weebly.com
10.152.152.11-10.152.152.10-34203-53-17,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,1,http://zaimlimit.ru/wp-content/themes/bin/WellsFargo/step2.php
10.152.152.11-10.152.152.10-44070-53-17,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,0,http://venue-hire.net.au/secure/ok/index.php
10.152.152.11-10.152.152.10-50476-53-17,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,1,http://www.subnet-calculator.com/
10.152.152.11-209.84.3.70-39216-80-6,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,1,https://fawltorconsroc1976.blogspot.be
10.152.152.11-63.215.202.68-51401-443-6,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,0,http://www.Cisco.com/c/en/us/solutions/small-business/resource-center/connect-employees-offices/network-switch-what.html
104.155.17.92-10.152.152.11-80-33699-6,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,1,http://eltronesia.id/.well-known/pki-validation/raiffeisen/lograiffeisenFull/
10.152.152.11-104.193.82.55-46021-80-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,http://www.facturation90range.com/Orpai
10.152.152.11-10.152.152.10-40086-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,1,http://gamingdominion.com/payment/NOTEPURE/uh/No_cap/FBG
10.152.152.11-10.152.152.10-33127-53-17,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,https://www.sandisk.com/home/memory-cards
10.152.152.11-10.152.152.10-51495-53-17,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,0,http://fpmaam.org/antsafiderana/AMAFI/webmail-email-upgrading-service/MicrosoftEmailUpgrade.html
10.152.152.11-10.152.152.10-32882-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,1,https://wakeup-world.com/2017/06/09/how-music-and-meditation-address-memory-loss/
46.4.104.106-10.152.152.11-80-58646-6,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,0,http://facebook09873732320012.msmtek.com/
10.152.152.11-10.152.152.10-37234-53-17,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,1,http://perron.team/1ndex.php
104.193.82.53-10.152.152.11-80-46908-6,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,1,https://microsoftaccountsecurityportal.wl.r.appspot.com/#latoya@legalshield.com
54.88.202.75-10.152.152.11-443-47067-6,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,http://jreg100.com/vendor/phpunit/phpunit/src/Util/PHP/captcha/dashboard/INFO.php?988f946b781e209eb5344cd74e21369e-988f946b781e209eb5344cd74e21369e-988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e988f946b781e209eb5344cd74e21369e
10.152.152.11-10.152.152.10-40769-53-17,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,http://sopes.dns-cloud.net/com/adope/index.htm
192.230.68.216-10.152.152.11-80-54476-6,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,0,http://www.yourdictionary.com/legislative-sessions
2.17.227.146-10.152.152.11-80-60326-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,1,https://nealhelps.com/care/pdf.php?l=_JeHFUq_VJOXK0QWHtoGYDw_payment-TTcopy&userid=
